37	52.716	19.039	88.433	20.765	24.173	20.112	31.163	21.565	-8.5241e+06
38	64.734	20.326	28.431	20.581	67.353	45.137	60.772	47.699	Inf
39	72.649	18.328	95.3	57.862	9.8796	47.018	32.323	48.994	Inf
40	33.558	58.536	71.339	54.793	40.032	16.428	49.808	40.7	Inf
41	74	86	100	28	49	71	52	35	Inf
42	34	46	66	0	9	31	12	0	Inf
43	74	66	86	8	29	51	32	15	-2.4662e+07
44	64.245	66	86	8	29	51	32	15	Inf
45	52.851	63.627	62.42	21.806	26.588	50.612	33.216	26.968	-1.0212e+07
46	38.776	59.906	68.212	10.67	25.09	71.936	40.28	14.803	Inf
47	54.485	68.981	41.67	40.689	40.332	46.949	40.005	37.886	Inf
48	68.823	63.629	83.376	9.7695	27.545	42.412	39.788	37.95	Inf
49	44.054	49.377	86.154	28.519	94.187	46.461	39.029	27.391	Inf
50	57.7	56.943	63.963	37.7	36.207	23.704	67.068	12.358	Inf
51	41.941	61.95	74.332	29.48	34.572	67.397	35.981	31.458	Inf
52	64.179	61.684	85.367	16.642	58.223	51.784	59.477	14.53	Inf
53	63.372	55.788	60.936	31.94	69.602	49.612	41.887	14.913	Inf
54	57.206	41.998	66.815	13.341	23.17	39.701	37.484	28.951	-1.2249e+07
55	68.147	71.135	90.792	17.007	57.288	48.788	36.938	52.906	Inf
56	68.558	74.767	68.271	38.493	77.043	51.742	52.821	50.582	Inf
57	57.187	65.893	88.438	14.938	34.382	81.322	36.327	27.848	-1.3152e+07
58	68.62	77.343	75.06	8.683	12.275	53.58	37.245	33.384	Inf
59	67.611	66.13	76.633	7.1904	58.433	53.447	28.657	52.958	Inf
60	56.352	39.763	86.868	7.0604	25.834	37.183	31.428	17.465	-1.1637e+07
61	68.369	38.64	39.455	15.143	47.81	46.597	48.948	34.975	Inf
62	68.328	31.454	92.963	36.008	12.779	48.78	32.046	29.01	Inf
63	40.725	61.537	80.048	36.698	33.699	31.558	42.394	34.153	Inf
64	94	86	100	28	49	71	52	35	Inf
65	54	46	66	0	9	31	12	0	Inf
66	94	66	86	8	29	51	32	15	Inf
67	74	86	86	8	29	51	32	15	Inf
68	74	66	100	8	29	51	32	15	-2.4653e+07
69	74	66	86	28	29	51	32	15	-2.4664e+07
70	80.57	66	86	17.734	29	51	32	15	Inf
71	87.118	66.69	98.805	0	31.474	51.036	0	16.334	Inf
72	53.533	77.957	76.955	13.386	26.754	62.331	29.995	5.9505	-1.1076e+07
73	63.552	64.118	73.776	28.722	27.719	54.74	16.468	25.839	Inf
74	64.542	64.908	85.508	3.7877	28.897	47.881	33.424	13.183	Inf
75	58.437	50.938	86.093	20.854	72.017	56.29	32.23	27.98	Inf
76	67.134	61.418	69.898	21.097	29.876	40.826	65.955	0	-1.0143e+07
77	58.739	67.285	85.508	11.815	35.204	58.402	33.256	22.019	Inf
78	68.246	64.165	85.689	18.64	47.77	50.258	45.409	15.057	-1.4222e+07
79	71.441	59.357	91.192	27.348	48.805	50.245	30.082	14.974	Inf
80	60.803	55.781	85.183	0	27.576	49.77	31.514	21.594	-1.391e+07
81	64.852	69.503	100	18.468	46.153	50.532	22.502	35.72	Inf
82	71.712	68.149	90.596	28.722	51.796	50.816	25.041	32.636	Inf
83	66.988	66.847	87.713	13.636	29.25	64.617	34.36	3.6951	Inf
84	67.487	61.727	83.19	10.374	17.538	50.868	25.304	15.992	Inf
85	68.403	66.062	82.185	10.449	29.962	52.883	41.966	37.869	Inf
86	60.459	64.315	85.183	0	28.044	57.04	31.902	13.399	-1.4168e+07
87	72.056	46.928	52.277	13.7	43.226	49.656	34.722	19.644	Inf
88	67.78	50.523	89.817	22.27	19.291	50.769	32.015	7.5414	Inf
89	44.992	63.531	85.754	25.489	27.758	47.19	37.812	24.025	Inf
90	94	86	100	48	49	71	52	35	Inf
91	54	46	66	8	9	31	12	0	Inf
92	94	66	86	28	29	51	32	15	Inf
93	74	86	86	28	29	51	32	15	Inf
94	74	66	100	28	29	51	32	15	-2.4638e+07
95	74	66	86	48	29	51	32	15	-2.465e+07
96	74	66	86	28	49	51	32	15	Inf
97	74	66	86	28	29	71	32	15	Inf
98	74	66	86	28	29	51	52	15	-2.4663e+07
99	74	66	86	28	29	51	32	35	Inf
100	54	66	86	28	29	51	32	15	Inf
101	74	46	86	28	29	51	32	15	Inf
102	74	66	66	28	29	51	32	15	Inf
103	74	66	86	8	29	51	32	15	-2.4662e+07
104	74	66	86	28	9	51	32	15	Inf
105	74	66	86	28	29	31	32	15	Inf
106	74	66	86	28	29	51	12	15	Inf
107	74	66	86	28	29	51	32	0	-1.3532e+07
108	92.227	66	86	35.95	29	51	32	15	Inf
109	100	69.221	100	0	32.748	51.38	0	8.0236	Inf
110	68.71	92.706	85.059	20.277	29.123	50.801	20.776	2.4734	Inf
111	67.508	65.513	98.341	27.971	31.449	48.439	5.0655	21.101	Inf
112	73.233	63.809	85.389	1.4327	28.333	44.831	34.824	20.003	-2.4409e+07
113	73.474	55.833	86.018	32.661	46.229	55.794	35.627	44.311	-1.5995e+07
114	76.747	66.225	81.813	8.0063	23.956	60.157	62.912	0	-1.5689e+07
115	72.079	67.7	87.648	25.161	38.79	54.186	32.996	14.167	-2.2889e+07
116	74.244	66.757	85.987	22.191	31.1	48.948	26.646	15.522	Inf
117	75.348	63.531	84.997	25.731	41.686	50.595	26.748	14.987	Inf
118	68.573	73.215	100	0	32.04	59.188	26.33	13.342	Inf
119	71.183	67.66	65.086	23.906	37.779	49.704	17.669	37.283	Inf
120	72.602	65.433	89.026	25.206	45.77	50.741	5.4101	22.907	Inf
121	77.893	66.972	86.557	16.808	25.277	52.233	33.142	0	-1.549e+07
122	71.497	57.782	87.234	12.644	23.359	50.288	25.472	19.616	Inf
123	72.208	65.993	78.977	18.334	32.708	52.053	43.523	21.804	-8.9573e+06
124	69.687	87.214	84.02	0	30.193	74.178	32.344	10.532	Inf
125	74.188	40.549	60.91	17.248	55.553	52.71	36.236	18.827	-2.2374e+07
126	71.98	51.488	85.575	27.247	23.64	51.67	32.174	0	Inf
127	57.397	66.257	85.166	27.333	30.009	44.447	37.848	16.781	Inf
128	84	76	96	38	39	61	42	25	Inf
129	64	56	76	18	19	41	22	5	Inf
130	84	66	86	28	29	51	32	15	Inf
131	74	76	86	28	29	51	32	15	-2.4455e+07
132	74	66	96	28	29	51	32	15	-2.4644e+07
133	74	66	86	38	29	51	32	15	-2.4665e+07
134	88.537	66	86	53.035	29	51	32	15	Inf
135	91.744	68.705	100	9.216	31.742	51.659	3.4331	9.5717	Inf
136	78.488	96.727	89.847	27.21	30.569	44.569	16.094	4.3236	Inf
137	67.963	72.883	100	42.303	54.773	39.352	24.089	37.281	Inf
138	81.227	63.115	85.361	8.1108	27.902	42.24	35.843	25.487	Inf
139	87.042	65.281	85.95	45.009	21.198	54.764	38.064	56.089	Inf
140	84.123	70.461	93.119	8.1906	18.996	75.221	50.738	0	Inf
141	84.99	67.435	88.763	38.656	41.541	49.783	32.514	7.3475	Inf
142	76.669	68.246	86.196	30.602	17.868	48.515	21.374	15.664	Inf
143	74.733	67.86	57.486	35.131	30.947	49.007	33.148	14.978	Inf
144	73.737	82.624	100	0	34.74	63.805	24.293	8.5877	Inf
145	78.706	71.753	15.086	29.048	44.912	45.431	24.454	52.465	Inf
146	73.161	70.961	65.825	36.826	44.252	52.789	21.864	14.306	Inf
147	87.033	67.001	85.408	29.404	22.126	40.879	31.862	0	Inf
148	81.036	71.959	80.657	15.66	25.522	51.798	37.069	56.306	Inf
149	75.82	65.933	78.465	31.331	34.533	51.115	43.935	4.6592	-2.3230e+07
150	76.534	94.598	83.885	3.0549	30.802	71.448	32.461	9.9075	Inf
151	76.012	43.847	70.869	29.343	54.557	54.632	36.388	17.016	Inf
152	76.342	44.371	85.244	38.239	24.575	51.008	32.344	14.847	Inf
153	64.355	65.962	76.384	46.302	37.872	32.143	35.985	14.78	-1.9474e+07
154	84	76	96	48	39	61	42	25	Inf
155	64	56	76	28	19	41	22	5	Inf
156	84	66	86	38	29	51	32	15	Inf
157	74	76	86	38	29	51	32	15	-2.4456e+07
158	74	66	96	38	29	51	32	15	-2.4645e+07
159	74	66	86	48	29	51	32	15	-2.465e+07
160	74	66	86	38	39	51	32	15	Inf
161	74	66	86	38	29	61	32	15	Inf
162	74	66	86	38	29	51	42	15	-2.4664e+07
163	74	66	86	38	29	51	32	25	Inf
164	64	66	86	38	29	51	32	15	Inf
165	74	56	86	38	29	51	32	15	Inf
166	74	66	76	38	29	51	32	15	Inf
167	74	66	86	28	29	51	32	15	-2.4664e+07
168	74	66	86	38	19	51	32	15	Inf
169	74	66	86	38	29	41	32	15	-2.4236e+07
170	74	66	86	38	29	51	22	15	Inf
171	74	66	86	38	29	51	32	5	-2.3691e+07
172	79.555	66	86	66.127	29	51	32	15	Inf
173	70.281	65.099	82.522	34.491	29.651	51.39	25.358	19.723	Inf
174	84.799	83.186	91.325	35.111	29.814	47.503	18.359	11.546	Inf
175	64.744	84.268	69.323	59.872	69.999	34.363	51.31	63.938	Inf
176	83.757	63.974	85.508	26.464	27.802	44.234	36.237	26.655	Inf
177	94.074	70.132	85.918	54.88	2.6849	53.118	38.28	47.991	Inf
178	89.519	72.523	100	17.701	19.883	75.351	33.813	0	Inf
179	89.932	66.643	88.712	49.602	38.318	46.088	31.993	5.6257	Inf
180	77.848	68.122	86.311	39.207	13.811	50.072	17.832	15.281	Inf
181	62.252	63.163	30.215	49.306	41.92	48.36	40.019	14.947	Inf
182	73.602	86.322	99.986	10.675	32.061	58.574	25.81	13.09	Inf
183	84.717	76.348	0	35.042	56.913	40.095	37.725	50.622	Inf
184	71.719	81.218	48.128	57.867	63.399	55.099	48.407	12.88	Inf
185	88.085	66.656	84.662	41.319	22.221	35.91	31.192	0	Inf
186	88.395	87.978	73.642	19.391	26.421	53.164	56.275	88.177	Inf
187	78.222	65.88	81.111	45.568	33.414	50.26	38.818	0	Inf
188	81.433	84.91	84.534	19.911	31.035	57.849	32.497	12.593	Inf
189	76.645	55.474	79.826	38.589	44.904	55.827	35.451	14.579	Inf
190	80.033	31.791	89.213	61.854	22.714	49.166	32.43	30.07	Inf
191	75.006	65.699	69.904	63.131	42.7	28.332	33.746	13.006	Inf
192	79	71	91	43	34	56	37	20	Inf
193	69	61	81	33	24	46	27	10	Inf
194	79	66	86	38	29	51	32	15	Inf
195	74	71	86	38	29	51	32	15	-2.4552e+07
196	74	66	91	38	29	51	32	15	-2.4648e+07
197	74	66	86	43	29	51	32	15	-2.465e+07
198	74	66	86	38	34	51	32	15	-2.3953e+07
199	74	66	86	38	29	56	32	15	-2.4832e+07
200	70.2	66	86	56.777	29	55.029	32	15	Inf
201	45.216	62.08	66.62	57.355	26.095	51.628	46.21	28.755	Inf
202	70.968	66.19	89.981	39.241	28.629	53.527	23.147	15.664	Inf
203	61.005	95.464	31.036	75.459	74.468	34.489	72.974	80.013	Inf
204	81.138	65.417	85.831	38.426	27.858	49.874	35.308	24.56	Inf
205	87.279	69.353	85.954	59.857	0	53	35.411	32.015	Inf
206	88.881	70.927	94.761	25.285	25.208	69.497	22.993	0	Inf
207	88.969	66.186	87.277	56.582	31.423	46.847	31.909	11.451	Inf
208	76.777	65.951	86.138	42.36	17.034	54.227	22.006	14.752	Inf
209	52.08	59.57	9.8555	60.939	60.627	47.307	45.215	14.925	Inf
210	68.659	72.255	94.784	28.096	26.552	50.264	32.184	20.109	Inf
211	85.446	77.203	0	37.755	59.878	41.364	56.47	40.726	Inf
212	67.957	86.623	42.799	68.301	86.435	57.421	80.055	40.056	Inf
213	79.153	66.033	84.158	48.387	25.552	38.81	31.409	5.0545	Inf
214	92.25	97.778	67.032	27.561	24.975	55.071	73	100	Inf
215	79.416	65.839	83.869	57.677	30.801	51.579	31.968	0	Inf
216	75.511	65.598	86.01	33.896	29.765	44.877	32.061	15.592	-2.4666e+07
217	75.38	64.602	83.45	36.419	34.578	56.194	34.368	12.713	-2.4383e+07
218	82.124	26.831	96.228	73.492	17.498	47.58	32.497	54.467	Inf
219	79.388	65.494	65.186	73.515	46.462	33.269	32.037	12.179	Inf
220	79	71	91	43	34	61	37	20	Inf
221	69	61	81	33	24	51	27	10	Inf
222	79	66	86	38	29	56	32	15	Inf
223	74	71	86	38	29	56	32	15	-2.4726e+07
224	74	66	91	38	29	56	32	15	-2.483e+07
225	74	66	86	43	29	56	32	15	-2.4833e+07
226	64.404	66	86	40.843	29	58.943	32	15	Inf
227	27.734	60.256	56.301	67.563	23.512	53.464	52.954	29.97	Inf
228	55.858	52.627	81.141	41.367	27.511	62.051	34.054	17.296	-1.265e+07
229	55.126	96.143	0.76713	69.338	75.478	36.488	92.443	70.177	Inf
230	72.309	66.351	85.967	44.885	28.162	54.062	33.534	16.66	Inf
231	77.733	63.693	86.006	58.402	5.4982	55.127	32.196	17.667	Inf
232	81.715	66.778	83.535	29.392	31.012	58.201	34.34	0	Inf
233	84.81	65.921	85.649	47.454	25.603	55.067	32.146	17.956	Inf
234	73.908	63.308	85.95	40.592	28.282	56.523	27.283	14.413	Inf
235	45.658	55.453	22.373	73.406	69.621	47.265	57.734	14.904	Inf
236	64.147	55.605	86.542	41.415	22.852	44.732	37.673	24.774	Inf
237	78.164	82.199	2.6614	39.795	53.708	44.352	77.646	27.6	Inf
238	65.211	90.956	38.815	67.565	90.621	58.45	95.171	67.602	Inf
239	70.71	65.65	84.184	44.906	29.004	49.066	32.139	13.179	Inf
240	88.644	99.356	63.958	37.566	24.144	60.152	73.541	100	Inf
241	79.535	65.867	84.379	64.53	29.438	54.585	28.386	0.15649	Inf
242	70.168	48.443	87.331	48.085	28.524	37.605	31.654	18.118	Inf
243	73.882	73.253	87.196	36.607	23.177	56.467	32.647	11.355	Inf
244	82.041	33.66	100	82.128	11.349	50.072	32.446	60.324	Inf
245	78.033	65.571	62.417	57.034	43.945	40.261	31.723	12.604	Inf
246	79	71	91	48	34	61	37	20	Inf
247	69	61	81	38	24	51	27	10	Inf
248	79	66	86	43	29	56	32	15	Inf
249	74	71	86	43	29	56	32	15	-2.4726e+07
250	74	66	91	43	29	56	32	15	-2.4815e+07
251	74	66	86	48	29	56	32	15	-2.4818e+07
252	74	66	86	43	34	56	32	15	-2.4146e+07
253	74	66	86	43	29	61	32	15	Inf
254	74	66	86	43	29	56	37	15	-2.4832e+07
255	74	66	86	43	29	56	32	20	Inf
256	69	66	86	43	29	56	32	15	Inf
257	74	61	86	43	29	56	32	15	Inf
258	74	66	81	43	29	56	32	15	Inf
259	74	66	86	38	29	56	32	15	-2.4832e+07
260	74	66	86	43	24	56	32	15	Inf
261	74	66	86	43	29	51	32	15	-2.465e+07
262	74	66	86	43	29	56	27	15	Inf
263	74	66	86	43	29	56	32	10	-2.4638e+07
264	63.574	66	86	27.244	29	60.99	32	15	Inf
265	23.316	61.971	50.772	58.972	22.944	54.725	48.029	25.373	Inf
266	43.432	45.481	75.215	43.914	26.65	68.405	43.83	18.388	Inf
267	54.228	82.696	0	49.905	69.573	37.001	85.439	54.505	Inf
268	64.676	66.998	85.828	35.621	28.539	54.231	32.315	10.497	Inf
269	67.995	56.564	86.052	47.986	34.51	57.344	30.096	15.853	Inf
270	72.986	62.895	73.544	27.654	32.329	47.381	46.876	0	-1.2492e+07
271	76.898	66.339	84.449	29.416	26.172	62.57	32.488	22.245	Inf
272	70.21	61.327	85.757	32.353	40.384	56.813	35.937	14.289	-2.2436e+07
273	42.724	55.604	30.971	83.145	61.856	50.556	66.63	14.915	Inf
274	59.535	42.997	78.542	34.246	22.018	45.002	39.055	25.865	-1.3903e+07
275	69.716	87.441	48.452	37.446	51.06	44.067	99.002	13.901	Inf
276	63.476	85.84	47.095	63.064	69.034	57.493	79.031	93.689	Inf
277	66.067	65.385	84.915	39.53	31.419	61.579	32.916	19.58	Inf
278	79.578	99.287	69.673	39.631	23.35	64.646	63.986	67.55	Inf
279	76.844	65.922	83.732	46.057	28.564	57.427	31.569	7.3328	-2.5117e+07
280	68.278	35.624	87.958	52.925	27.643	36.27	31.517	18.445	Inf
281	72.563	74.511	88.778	38.834	19.57	56.599	31.878	11.77	Inf
282	78.671	46.493	100	82.666	7.0213	52.798	32.418	59.689	Inf
283	70.771	65.833	63.102	33.024	39.264	44.59	31.873	14.04	-2.2081e+07
284	66.683	65.974	85.379	21.83	28.812	59.777	31.839	14.399	Inf
285	44.255	65.473	54.801	42.402	26.399	55.559	37.05	13.259	Inf
286	47.909	48.399	74.112	46.414	26.42	68.167	44.842	17.681	Inf
287	51.627	68.935	0	31.9	65.092	34.316	65.488	42.67	Inf
288	59.137	65.994	84.573	22.95	28.803	50.798	31.822	5.9913	Inf
289	60.692	51.394	85.179	33.279	64.4	58.926	29.375	21.992	Inf
290	66.47	60.741	67.034	27.218	30.085	47.329	59.843	1.0385	Inf
291	68.445	66.85	83.294	18.103	31.343	64.424	32.532	18.775	Inf
292	67.714	60.823	85.351	25.007	46.714	57.08	42.845	13.299	-2.0872e+07
293	42.884	57.277	50.33	80.098	48.929	54.102	62.908	14.637	Inf
294	59.22	37.987	72.396	28.141	24.381	49.348	35.114	22.328	-1.3844e+07
295	65.718	86.424	95.223	35.264	48.999	46.58	100	33.841	Inf
296	66.801	74.126	62.118	54.506	32.522	56.392	57.66	97.618	Inf
297	69.503	65.825	85.488	28.456	32.88	72.672	33.188	17.865	Inf
298	72.675	83.733	73.928	34.466	14.882	65.022	37.881	35.077	Inf
299	74.429	65.972	83.15	29.478	27.78	59.979	34.426	13.773	Inf
300	71.323	45.617	86.867	51.618	27.703	38.273	31.501	17.918	Inf
301	73.122	72.426	85.647	43.742	19.184	56.636	32.326	11.177	Inf
302	75.013	54.439	93.342	76.05	6.3524	55.551	32.093	54.611	Inf
303	64.916	66.107	65.902	16.927	30.466	51.835	31.934	12.345	Inf
304	81.844	70.922	88.732	51.057	33.564	62.427	36.569	12.333	Inf
305	71.844	60.922	78.732	41.057	23.564	52.427	26.569	2.3328	Inf
306	81.844	65.922	83.732	46.057	28.564	57.427	31.569	7.3328	Inf
307	76.844	70.922	83.732	46.057	28.564	57.427	31.569	7.3328	-2.5018e+07
308	76.844	65.922	88.732	46.057	28.564	57.427	31.569	7.3328	-2.5112e+07
309	76.844	65.922	83.732	51.057	28.564	57.427	31.569	7.3328	-2.5118e+07
310	74.638	65.947	84.196	29.506	28.648	58.196	31.629	11.852	-2.5008e+07
311	76.79	68.364	70.648	28.187	30.105	54.746	24.158	1.6064	Inf
312	58.586	57.232	76.998	50.328	27.391	60.194	40.381	14.558	-1.3773e+07
313	58.658	66.149	13.389	22.359	60.141	34.526	45.986	28.853	Inf
314	62.539	64.698	83.426	14.989	28.781	50.174	32.001	2.7802	Inf
315	59.529	52.017	83.986	21.095	86.473	59.904	29.454	32.112	Inf
316	65.457	61.687	68.506	21.862	26.275	52.644	70.851	4.4459	Inf
317	62.428	67.567	83.651	20.711	36.013	61.905	32.611	10.778	Inf
318	66.192	61.371	84.511	21.183	44.703	57.253	45.152	12.173	-2.0559e+07
319	51.615	58.986	69.483	71.841	39.029	56.69	49.333	12.399	-8.6748e+06
320	60.25	45.808	72.923	21.211	28.298	54.918	30.148	18.368	-1.4094e+07
321	69.83	78.978	96.816	32.87	47.9	46.976	92.23	79.594	Inf
322	70.697	63.719	81.552	47.757	21.361	55.674	41.868	58.78	Inf
323	77.983	66.699	86.323	24	30.378	73.872	33.169	7.0799	Inf
324	74.76	67.821	78.906	24.512	7.5711	63.849	20.857	10.533	Inf
325	73.236	65.993	82.897	16.711	27.372	60.481	36.119	16.15	Inf
326	74.564	67.582	84.537	47.613	28.911	47.252	31.578	12.925	-2.457e+07
327	75.095	66.157	82.441	51.498	22.712	56.756	32.838	10.193	Inf
328	73.392	56.405	84.276	70.926	12.489	57.233	31.817	53.475	Inf
329	62.552	66.144	68.542	13.53	24.116	57.941	31.922	8.9141	Inf
330	81.844	70.922	88.732	56.057	33.564	62.427	36.569	12.333	Inf
331	71.844	60.922	78.732	46.057	23.564	52.427	26.569	2.3328	Inf
332	81.844	65.922	83.732	51.057	28.564	57.427	31.569	7.3328	Inf
333	76.844	70.922	83.732	51.057	28.564	57.427	31.569	7.3328	-2.5018e+07
334	76.844	65.922	88.732	51.057	28.564	57.427	31.569	7.3328	-2.4819e+07
335	76.844	65.922	83.732	56.057	28.564	57.427	31.569	7.3328	-2.4824e+07
336	76.844	65.922	83.732	51.057	33.564	57.427	31.569	7.3328	Inf
337	76.844	65.922	83.732	51.057	28.564	62.427	31.569	7.3328	-2.5271e+07
338	82.747	65.918	82.941	39.896	28.485	58.459	31.438	7.4163	Inf
339	100	69.341	84.724	19.476	31.847	53.311	18.592	1.9479	Inf
340	74.066	65.712	79.861	54.08	28.278	54.142	34.002	10.405	-2.4726e+07
341	67.448	76.834	50.982	41.503	57.269	40.273	37.688	20.925	Inf
342	70.796	63.652	83.428	14.133	28.643	49.966	32.921	5.2973	-2.3007e+07
343	68.204	59.633	83.044	15.794	90.733	60.107	30.368	41.598	Inf
344	70.948	65.228	75.576	20.902	23.382	59.088	76.248	6.8937	Inf
345	61.561	67.604	85.088	37.441	38.817	57.01	32.545	3.6529	Inf
346	66.449	63.947	83.863	29.502	34.045	57.423	41.12	10.5	Inf
347	64.89	63.009	93.19	55.186	29.444	59.356	29.22	8.7377	Inf
348	66.109	55.523	76.76	27.002	31.825	62.653	26.154	12.197	Inf
349	81.137	71.915	69.943	31.233	44.476	44.74	66.149	91.146	Inf
350	73.474	63.044	88.247	44.114	22.15	57.75	48.313	8.7802	Inf
351	85.431	67.487	85.921	24.538	27.492	70.109	32.907	0	Inf
352	79.477	54.669	79.857	21.301	7.2417	62.585	26.275	7.0651	Inf
353	73.159	65.956	83.089	16.954	27.743	62.5	35.898	12.321	Inf
354	78.027	86.947	82.511	43.178	30.143	56.607	31.662	7.1146	Inf
355	77.745	60.355	79.993	55.71	31.229	59.162	33.062	9.0253	-2.5016e+07
356	72.687	60.664	81.845	63.262	19.119	57.854	31.68	33.115	Inf
357	61.212	66.057	75.665	22.794	24.032	64.137	31.795	5.4357	Inf
358	81.844	70.922	88.732	56.057	33.564	67.427	36.569	12.333	Inf
359	71.844	60.922	78.732	46.057	23.564	57.427	26.569	2.3328	Inf
360	81.844	65.922	83.732	51.057	28.564	62.427	31.569	7.3328	Inf
361	76.844	70.922	83.732	51.057	28.564	62.427	31.569	7.3328	-2.518e+07
362	76.844	65.922	88.732	51.057	28.564	62.427	31.569	7.3328	-2.4972e+07
363	76.844	65.922	83.732	56.057	28.564	62.427	31.569	7.3328	-2.4978e+07
364	76.844	65.922	83.732	51.057	33.564	62.427	31.569	7.3328	Inf
365	76.844	65.922	83.732	51.057	28.564	67.427	31.569	7.3328	-2.5407e+07
366	88.221	65.904	82.49	48.217	28.39	63.069	31.368	4.374	Inf
367	100	67.238	96.647	19.983	29.442	52.943	18.735	9.5913	Inf
368	88.932	73.383	82.765	57.351	29.132	51.791	28.036	5.3455	Inf
369	71.15	86.466	67.309	65.308	53.935	52.277	56.985	34.752	Inf
370	81.401	63.225	83.635	22.131	28.429	55.413	33.67	14.52	Inf
371	82.438	67.375	83.041	26.704	71.622	60.59	32.799	41.729	Inf
372	77.281	69.148	82.989	30.113	22.251	65.374	68.589	8.812	Inf
373	68.451	67.479	86.563	53.09	38.426	57.425	32.295	0	-9.6093e+06
374	69.929	66.293	84.03	39.11	25.034	59.311	33.902	9.4272	Inf
375	73.89	66.257	100	47.067	24.279	64.422	21.517	6.452	Inf
376	73.768	63.648	81.954	34.018	33.327	66.695	25.268	7.4216	Inf
377	90.148	63.797	23.716	35.568	45.084	49.745	29.793	87.32	Inf
378	73.69	69.724	78.631	47.357	52.778	63.836	49.07	0	Inf
379	90.367	67.496	84.985	33.137	24.43	63.917	32.682	0	Inf
380	84.932	60.428	75.521	27.49	6.7695	63.079	45.395	27.344	Inf
381	75.338	65.91	83.734	29.064	28.721	64.824	34.523	6.7538	Inf
382	80.67	95.269	82.001	38.742	30.927	63.743	31.841	5.3222	Inf
383	79.955	55.919	78.295	58.959	38.864	65.01	32.925	7.4884	Inf
384	73.513	41.884	88.276	66.31	21.429	55.308	31.67	13.326	Inf
385	67.146	65.932	83.006	34.227	27.534	67.956	31.578	5.9504	Inf
386	86.844	75.922	93.732	61.057	38.564	77.427	41.569	17.333	Inf
387	66.844	55.922	73.732	41.057	18.564	57.427	21.569	0	Inf
388	86.844	65.922	83.732	51.057	28.564	67.427	31.569	7.3328	Inf
389	76.844	75.922	83.732	51.057	28.564	67.427	31.569	7.3328	Inf
390	76.844	65.922	93.732	51.057	28.564	67.427	31.569	7.3328	-2.5101e+07
391	76.844	65.922	83.732	61.057	28.564	67.427	31.569	7.3328	-2.5113e+07
392	76.844	65.922	83.732	51.057	38.564	67.427	31.569	7.3328	Inf
393	76.844	65.922	83.732	51.057	28.564	77.427	31.569	7.3328	Inf
394	76.844	65.922	83.732	51.057	28.564	67.427	41.569	7.3328	-2.5406e+07
395	76.844	65.922	83.732	51.057	28.564	67.427	31.569	17.333	Inf
